"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"89","Maternal-Fetal Medicine","9","[""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""placental abruption history placenta separation""]","Lately I've noticed chronic hypertension high blood pressure pregnancy HTN, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, and placental abruption history placenta separation for two weeks."
"89","Maternal-Fetal Medicine","10","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""chronic hypertension high blood pressure pregnancy HTN"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune""]","Persistent chronic hypertension high blood pressure pregnancy HTN, chronic hypertension high blood pressure pregnancy HTN, gestational diabetes GDM diabetes in pregnancy blood sugar, and lupus pregnancy SLE systemic lupus erythematosus autoimmune since yesterday."
"90","Maternal-Fetal Medicine","1","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy""]","For recently, it's been pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, and pregestational diabetes type 1 diabetes type 2 diabetes pregnancy. Any guidance?"
"90","Maternal-Fetal Medicine","2","[""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""placenta previa low-lying placenta placenta covering cervix"", ""chronic hypertension high blood pressure pregnancy HTN"", ""fetal anomaly birth defect ultrasound abnormality congenital""]","For since yesterday, it's been pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, placenta previa low-lying placenta placenta covering cervix, chronic hypertension high blood pressure pregnancy HTN, and fetal anomaly birth defect ultrasound abnormality congenital. Any guidance?"
"90","Maternal-Fetal Medicine","3","[""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby""]","For since yesterday, it's been pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, thyroid disorder pregnancy hypothyroidism hyperthyroidism, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, and IUGR intrauterine growth restriction FGR fetal growth restriction small baby. Any guidance?"
"90","Maternal-Fetal Medicine","4","[""incompetent cervix short cervix cervical insufficiency"", ""placental abruption history placenta separation"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""chronic hypertension high blood pressure pregnancy HTN"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy""]","It's mostly incompetent cervix short cervix cervical insufficiency, placental abruption history placenta separation, preeclampsia history high blood pressure pregnancy PIH hypertension, chronic hypertension high blood pressure pregnancy HTN, and pregestational diabetes type 1 diabetes type 2 diabetes pregnancy for several months, during my period."
"90","Maternal-Fetal Medicine","5","[""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""twins triplets multiples multiple pregnancy"", ""incompetent cervix short cervix cervical insufficiency""]","Symptoms include pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, Rh incompatibility Rh negative RhoGAM isoimmunization, twins triplets multiples multiple pregnancy, and incompetent cervix short cervix cervical insufficiency over the past month."
"90","Maternal-Fetal Medicine","6","[""twins triplets multiples multiple pregnancy"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""placental abruption history placenta separation"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism""]","It's mostly pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, gestational diabetes GDM diabetes in pregnancy blood sugar, placental abruption history placenta separation, and thyroid disorder pregnancy hypothyroidism hyperthyroidism recently, with nausea."
"90","Maternal-Fetal Medicine","7","[""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""chronic hypertension high blood pressure pregnancy HTN"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism""]","It's mostly pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, preeclampsia history high blood pressure pregnancy PIH hypertension, chronic hypertension high blood pressure pregnancy HTN, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, and thyroid disorder pregnancy hypothyroidism hyperthyroidism for a few days, with nausea."
"90","Maternal-Fetal Medicine","8","[""fetal echocardiogram fetal echo heart ultrasound congenital heart"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening""]","Recently it's been pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, Rh incompatibility Rh negative RhoGAM isoimmunization, and genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening."
"90","Maternal-Fetal Medicine","9","[""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""twins triplets multiples multiple pregnancy"", ""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""chronic hypertension high blood pressure pregnancy HTN"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby""]","I've been dealing with pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, twins triplets multiples multiple pregnancy, gestational diabetes GDM diabetes in pregnancy blood sugar, chronic hypertension high blood pressure pregnancy HTN, and IUGR intrauterine growth restriction FGR fetal growth restriction small baby since yesterday, during my period."
"90","Maternal-Fetal Medicine","10","[""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""fetal anomaly birth defect ultrasound abnormality congenital"", ""placental abruption history placenta separation""]","I've been dealing with gestational diabetes GDM diabetes in pregnancy blood sugar, preeclampsia history high blood pressure pregnancy PIH hypertension, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, fetal anomaly birth defect ultrasound abnormality congenital, and placental abruption history placenta separation on and off, after intercourse."
"91","Maternal-Fetal Medicine","1","[""gestational diabetes GDM diabetes in pregnancy blood sugar"", ""chronic hypertension high blood pressure pregnancy HTN"", ""preeclampsia history high blood pressure pregnancy PIH hypertension"", ""Rh incompatibility Rh negative RhoGAM isoimmunization"", ""thyroid disorder pregnancy hypothyroidism hyperthyroidism"", ""incompetent cervix short cervix cervical insufficiency""]","I keep getting gestational diabetes GDM diabetes in pregnancy blood sugar, chronic hypertension high blood pressure pregnancy HTN, preeclampsia history high blood pressure pregnancy PIH hypertension, Rh incompatibility Rh negative RhoGAM isoimmunization, thyroid disorder pregnancy hypothyroidism hyperthyroidism, and incompetent cervix short cervix cervical insufficiency for several months, worse in the morning."
"91","Maternal-Fetal Medicine","2","[""incompetent cervix short cervix cervical insufficiency"", ""twins triplets multiples multiple pregnancy"", ""lupus pregnancy SLE systemic lupus erythematosus autoimmune"", ""chronic hypertension high blood pressure pregnancy HTN"", ""placenta previa low-lying placenta placenta covering cervix""]","Recently it's been incompetent cervix short cervix cervical insufficiency, twins triplets multiples multiple pregnancy, lupus pregnancy SLE systemic lupus erythematosus autoimmune, chronic hypertension high blood pressure pregnancy HTN, and placenta previa low-lying placenta placenta covering cervix."
"91","Maternal-Fetal Medicine","3","[""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""placental abruption history placenta separation"", ""incompetent cervix short cervix cervical insufficiency""]","Persistent incompetent cervix short cervix cervical insufficiency, placental abruption history placenta separation, and incompetent cervix short cervix cervical insufficiency for two weeks."
"91","Maternal-Fetal Medicine","4","[""incompetent cervix short cervix cervical insufficiency"", ""genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening"", ""preeclampsia history high blood pressure pregnancy PIH hypertension""]","Symptoms include incompetent cervix short cervix cervical insufficiency, genetic counseling amniocentesis CVS chorionic villus sampling NIPT carrier screening, and preeclampsia history high blood pressure pregnancy PIH hypertension for two weeks."
"91","Maternal-Fetal Medicine","5","[""recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages"", ""advanced maternal age pregnancy over 35 AMA"", ""IUGR intrauterine growth restriction FGR fetal growth restriction small baby"", ""pregestational diabetes type 1 diabetes type 2 diabetes pregnancy"", ""incompetent cervix short cervix cervical insufficiency"", ""Rh incompatibility Rh negative RhoGAM isoimmunization""]","For for two weeks, it's been recurrent pregnancy loss recurrent miscarriage RPL multiple miscarriages, advanced maternal age pregnancy over 35 AMA, IUGR intrauterine growth restriction FGR fetal growth restriction small baby, pregestational diabetes type 1 diabetes type 2 diabetes pregnancy, incompetent cervix short cervix cervical insufficiency, and Rh incompatibility Rh negative RhoGAM isoimmunization. Any guidance?"
